"#","Call Id","from_user_first_name","from_user_last_name","from_user_gender","from_user_date_of_join","from_user_date_of_birth","from_user_user_id","from_user_company_name","from_user_role_name","from_user_role_display_name","purpose_name","purpose_description","language","reason","start_time","end_time","band_width","resolution","is_called_failed","feedback","to_user_first_name","to_user_last_name","to_user_gender","to_user_date_of_join","to_user_date_of_birth","to_user_user_id","to_user_company_name","to_user_role_name","to_user_role_display_name","status"
"16","31","Vikas","Jain","1","15/06/2020","12/12/1957","4","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"17","30","Vikas","Jain","1","15/06/2020","12/12/1957","4","AMAZON INDIA","company_admin","Company Admin","performance_feedback","Performance Feedback","English","","07/05/2021 10:20:52am","07/05/2021 10:24:25am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Interpreter Rejected"
"18","29","Vikas","Jain","1","15/06/2020","12/12/1957","4","AMAZON INDIA","company_admin","Company Admin","process_related","Process Related","English","","07/05/2021 10:16:03am","07/05/2021 10:17:00am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"19","28","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","process_related","Process Related","English","","07/05/2021 09:54:02am","07/05/2021 09:59:46am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"20","27","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"21","26","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","process_related","Process Related","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"22","25","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","connect","Connect (FGD/1:1)","English","","07/05/2021 09:44:29am","07/05/2021 09:51:46am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"23","24","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","performance_feedback","Performance Feedback","English","","07/05/2021 09:19:31am","07/05/2021 09:22:29am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"24","23","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","performance_feedback","Performance Feedback","English","","07/05/2021 08:30:47am","07/05/2021 09:11:45am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Interpreter Rejected"
"25","22","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","performance_feedback","Performance Feedback","English","","07/05/2021 08:23:52am","01/01/1970 12:00:00am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Operated at Accepted"
"26","21","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","medical_emergency","Medical Emergency","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"27","20","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","others","OTHERS","Hindi","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"28","19","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"29","18","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","07/05/2021 07:42:49am","01/01/1970 12:00:00am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Operated at Accepted"
"30","17","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"31","16","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","medical_emergency","Medical Emergency","Hindi","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"32","15","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","medical_emergency","Medical Emergency","Hindi","","07/05/2021 07:37:11am","01/01/1970 12:00:00am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Operated at Accepted"
"33","14","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","hr_queries","HR Queries","English","","06/05/2021 12:53:51pm","06/05/2021 12:56:11pm","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","In progress"
"34","13","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","06/05/2021 12:36:56pm","06/05/2021 12:40:30pm","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"35","12","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","06/05/2021 12:18:11pm","06/05/2021 12:18:35pm","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"36","11","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"37","10","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","process_related","Process Related","English","","06/05/2021 12:04:02pm","01/01/1970 12:00:00am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Operated at Accepted"
"38","9","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","hr_queries","HR Queries","English","","06/05/2021 10:04:01am","10/05/2021 09:21:15am","","","0","","Rudresh","Dave","1","21/05/2015","02/04/1991","3","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"39","8","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","process_related","Process Related","English","","06/05/2021 10:02:00am","06/05/2021 10:07:53am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"40","7","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","behavioral_feedback","Behavioral Feedback","English","","06/05/2021 09:53:44am","06/05/2021 09:57:05am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"41","6","Vikas","Jain","1","15/06/2020","12/12/1957","4","AMAZON INDIA","company_admin","Company Admin","process_related","Process Related","English","","06/05/2021 09:51:12am","06/05/2021 09:53:23am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"42","5","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","connect","Connect (FGD/1:1)","English","","06/05/2021 09:47:43am","06/05/2021 09:49:37am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
"43","4","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","connect","Connect (FGD/1:1)","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"44","3","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","medical_emergency","Medical Emergency","Hindi","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"45","2","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","medical_emergency","Medical Emergency","English","","01/01/1970 12:00:00am","01/01/1970 12:00:00am","","","","","","","","01/01/1970","01/01/1970","","","","",""
"46","1","Ankit","Bokare","1","21/05/2015","02/04/1991","2","AMAZON INDIA","company_admin","Company Admin","connect","Connect (FGD/1:1)","English","","06/05/2021 05:19:30am","06/05/2021 07:38:32am","","","0","","Nikul","Patel","1","15/06/2020","12/12/1957","1","SIGNABLE PVT LTD","supplier_admin","Supplier Admin","Terminated"
